2026-03-11 00:00 - CPU_TEMP [Min:57.9 Max:60.0] | CPU_USAGE [Min:36.4 Max:51.9] | RAM_USAGE [Min:24.8 Max:27.7] | GPU_USAGE [Min:2.0 Max:3.7] | NPU_USAGE [Min:18.4 Max:20.4]
2026-03-11 00:50 - CPU_TEMP [Min:57.9 Max:60.6] | CPU_USAGE [Min:35.6 Max:45.2] | RAM_USAGE [Min:24.9 Max:28.1] | GPU_USAGE [Min:2.0 Max:4.0] | NPU_USAGE [Min:18.3 Max:20.0]
2026-03-11 00:51 - CPU_TEMP [Min:57.9 Max:60.6] | CPU_USAGE [Min:35.9 Max:41.6] | RAM_USAGE [Min:25.0 Max:28.5] | GPU_USAGE [Min:2.0 Max:3.7] | NPU_USAGE [Min:18.4 Max:20.1]
2026-03-11 00:52 - CPU_TEMP [Min:57.9 Max:60.6] | CPU_USAGE [Min:35.5 Max:45.5] | RAM_USAGE [Min:25.0 Max:28.7] | GPU_USAGE [Min:2.0 Max:3.7] | NPU_USAGE [Min:19.1 Max:20.0]
2026-03-11 00:53 - CPU_TEMP [Min:57.9 Max:60.0] | CPU_USAGE [Min:35.2 Max:49.9] | RAM_USAGE [Min:24.9 Max:28.8] | GPU_USAGE [Min:2.0 Max:4.0] | NPU_USAGE [Min:18.5 Max:20.0]
2026-03-11 00:54 - CPU_TEMP [Min:57.9 Max:60.6] | CPU_USAGE [Min:35.8 Max:42.0] | RAM_USAGE [Min:25.2 Max:28.1] | GPU_USAGE [Min:2.0 Max:4.0] | NPU_USAGE [Min:19.1 Max:20.1]
2026-03-11 00:55 - CPU_TEMP [Min:57.3 Max:60.6] | CPU_USAGE [Min:35.6 Max:47.0] | RAM_USAGE [Min:24.9 Max:28.0] | GPU_USAGE [Min:2.0 Max:4.0] | NPU_USAGE [Min:19.1 Max:20.0]
2026-03-11 00:56 - CPU_TEMP [Min:57.9 Max:60.0] | CPU_USAGE [Min:35.6 Max:43.0] | RAM_USAGE [Min:24.9 Max:27.6] | GPU_USAGE [Min:2.0 Max:4.0] | NPU_USAGE [Min:18.9 Max:20.1]
2026-03-11 00:57 - CPU_TEMP [Min:57.9 Max:60.6] | CPU_USAGE [Min:36.3 Max:44.7] | RAM_USAGE [Min:24.9 Max:28.1] | GPU_USAGE [Min:2.0 Max:3.8] | NPU_USAGE [Min:18.7 Max:20.0]
2026-03-11 00:58 - CPU_TEMP [Min:57.9 Max:60.6] | CPU_USAGE [Min:35.4 Max:48.4] | RAM_USAGE [Min:25.1 Max:28.8] | GPU_USAGE [Min:2.0 Max:3.7] | NPU_USAGE [Min:19.1 Max:20.5]
2026-03-11 00:59 - CPU_TEMP [Min:57.9 Max:60.6] | CPU_USAGE [Min:36.0 Max:44.8] | RAM_USAGE [Min:25.0 Max:28.7] | GPU_USAGE [Min:2.0 Max:3.8] | NPU_USAGE [Min:18.3 Max:20.5]
2026-03-11 01:00 - CPU_TEMP [Min:57.9 Max:60.6] | CPU_USAGE [Min:35.1 Max:43.5] | RAM_USAGE [Min:25.1 Max:29.3] | GPU_USAGE [Min:2.0 Max:3.8] | NPU_USAGE [Min:18.9 Max:20.1]
2026-03-11 01:01 - CPU_TEMP [Min:57.3 Max:60.0] | CPU_USAGE [Min:35.8 Max:42.7] | RAM_USAGE [Min:25.0 Max:28.9] | GPU_USAGE [Min:2.0 Max:4.0] | NPU_USAGE [Min:19.1 Max:20.7]
2026-03-11 01:02 - CPU_TEMP [Min:58.4 Max:60.6] | CPU_USAGE [Min:36.3 Max:48.8] | RAM_USAGE [Min:24.9 Max:28.6] | GPU_USAGE [Min:2.0 Max:4.0] | NPU_USAGE [Min:19.1 Max:20.0]
2026-03-11 01:03 - CPU_TEMP [Min:57.9 Max:60.0] | CPU_USAGE [Min:35.9 Max:43.6] | RAM_USAGE [Min:25.0 Max:28.2] | GPU_USAGE [Min:2.0 Max:4.0] | NPU_USAGE [Min:19.1 Max:20.0]
2026-03-11 01:04 - CPU_TEMP [Min:57.9 Max:61.1] | CPU_USAGE [Min:36.3 Max:43.7] | RAM_USAGE [Min:24.9 Max:28.7] | GPU_USAGE [Min:2.0 Max:3.8] | NPU_USAGE [Min:19.1 Max:20.1]
2026-03-11 01:05 - CPU_TEMP [Min:58.4 Max:60.6] | CPU_USAGE [Min:36.0 Max:44.7] | RAM_USAGE [Min:25.1 Max:28.6] | GPU_USAGE [Min:2.0 Max:3.7] | NPU_USAGE [Min:19.1 Max:20.1]
2026-03-11 01:06 - CPU_TEMP [Min:57.9 Max:60.0] | CPU_USAGE [Min:35.4 Max:42.4] | RAM_USAGE [Min:24.9 Max:27.8] | GPU_USAGE [Min:2.0 Max:3.7] | NPU_USAGE [Min:19.1 Max:20.6]
2026-03-11 01:07 - CPU_TEMP [Min:57.9 Max:60.0] | CPU_USAGE [Min:36.0 Max:45.5] | RAM_USAGE [Min:25.0 Max:28.8] | GPU_USAGE [Min:2.0 Max:4.0] | NPU_USAGE [Min:18.5 Max:20.4]
2026-03-11 01:08 - CPU_TEMP [Min:57.9 Max:60.0] | CPU_USAGE [Min:35.6 Max:48.3] | RAM_USAGE [Min:24.9 Max:28.5] | GPU_USAGE [Min:2.0 Max:3.8] | NPU_USAGE [Min:18.3 Max:20.2]
2026-03-11 01:09 - CPU_TEMP [Min:57.9 Max:60.0] | CPU_USAGE [Min:36.1 Max:44.8] | RAM_USAGE [Min:24.8 Max:27.5] | GPU_USAGE [Min:2.0 Max:3.8] | NPU_USAGE [Min:19.1 Max:20.0]
2026-03-11 01:10 - CPU_TEMP [Min:57.9 Max:60.6] | CPU_USAGE [Min:35.5 Max:46.7] | RAM_USAGE [Min:24.9 Max:28.1] | GPU_USAGE [Min:2.0 Max:3.8] | NPU_USAGE [Min:19.1 Max:20.8]
2026-03-11 01:11 - CPU_TEMP [Min:57.9 Max:60.6] | CPU_USAGE [Min:35.4 Max:43.3] | RAM_USAGE [Min:24.9 Max:29.1] | GPU_USAGE [Min:2.0 Max:3.7] | NPU_USAGE [Min:19.1 Max:20.2]
2026-03-11 01:12 - CPU_TEMP [Min:57.9 Max:60.6] | CPU_USAGE [Min:35.8 Max:42.4] | RAM_USAGE [Min:24.7 Max:27.6] | GPU_USAGE [Min:2.0 Max:4.0] | NPU_USAGE [Min:19.1 Max:20.8]
2026-03-11 01:13 - CPU_TEMP [Min:58.4 Max:60.6] | CPU_USAGE [Min:35.1 Max:47.9] | RAM_USAGE [Min:24.9 Max:28.3] | GPU_USAGE [Min:2.0 Max:4.0] | NPU_USAGE [Min:18.7 Max:20.5]
2026-03-11 01:14 - CPU_TEMP [Min:57.9 Max:60.0] | CPU_USAGE [Min:35.2 Max:43.6] | RAM_USAGE [Min:24.8 Max:27.9] | GPU_USAGE [Min:2.0 Max:3.8] | NPU_USAGE [Min:19.2 Max:20.6]
2026-03-11 01:15 - CPU_TEMP [Min:57.9 Max:60.0] | CPU_USAGE [Min:35.7 Max:43.1] | RAM_USAGE [Min:24.9 Max:28.0] | GPU_USAGE [Min:2.0 Max:3.7] | NPU_USAGE [Min:19.1 Max:20.6]
2026-03-11 01:16 - CPU_TEMP [Min:57.9 Max:60.0] | CPU_USAGE [Min:35.9 Max:48.6] | RAM_USAGE [Min:25.0 Max:28.8] | GPU_USAGE [Min:2.0 Max:3.8] | NPU_USAGE [Min:19.1 Max:20.8]
2026-03-11 01:17 - CPU_TEMP [Min:57.9 Max:60.0] | CPU_USAGE [Min:34.9 Max:47.3] | RAM_USAGE [Min:24.9 Max:28.7] | GPU_USAGE [Min:2.0 Max:3.6] | NPU_USAGE [Min:19.1 Max:20.3]
2026-03-11 01:18 - CPU_TEMP [Min:57.9 Max:60.0] | CPU_USAGE [Min:35.1 Max:42.4] | RAM_USAGE [Min:24.9 Max:28.7] | GPU_USAGE [Min:2.0 Max:4.0] | NPU_USAGE [Min:19.1 Max:20.5]
2026-03-11 01:19 - CPU_TEMP [Min:57.9 Max:60.0] | CPU_USAGE [Min:35.8 Max:43.1] | RAM_USAGE [Min:25.0 Max:27.6] | GPU_USAGE [Min:2.0 Max:4.0] | NPU_USAGE [Min:19.1 Max:20.5]
2026-03-11 01:20 - CPU_TEMP [Min:57.3 Max:60.0] | CPU_USAGE [Min:34.9 Max:46.5] | RAM_USAGE [Min:25.0 Max:28.1] | GPU_USAGE [Min:2.0 Max:4.0] | NPU_USAGE [Min:19.1 Max:20.7]
2026-03-11 01:21 - CPU_TEMP [Min:57.9 Max:60.0] | CPU_USAGE [Min:35.7 Max:45.0] | RAM_USAGE [Min:25.0 Max:29.0] | GPU_USAGE [Min:2.0 Max:4.0] | NPU_USAGE [Min:18.4 Max:20.1]
2026-03-11 01:22 - CPU_TEMP [Min:57.3 Max:60.0] | CPU_USAGE [Min:35.8 Max:47.4] | RAM_USAGE [Min:24.8 Max:28.3] | GPU_USAGE [Min:2.0 Max:4.0] | NPU_USAGE [Min:19.1 Max:20.2]
2026-03-11 01:23 - CPU_TEMP [Min:57.9 Max:60.6] | CPU_USAGE [Min:36.0 Max:44.2] | RAM_USAGE [Min:24.9 Max:28.2] | GPU_USAGE [Min:2.0 Max:4.0] | NPU_USAGE [Min:19.1 Max:20.6]
2026-03-11 01:24 - CPU_TEMP [Min:58.4 Max:60.0] | CPU_USAGE [Min:36.2 Max:41.9] | RAM_USAGE [Min:25.0 Max:28.0] | GPU_USAGE [Min:2.0 Max:3.7] | NPU_USAGE [Min:19.1 Max:20.2]
2026-03-11 01:25 - CPU_TEMP [Min:57.9 Max:60.6] | CPU_USAGE [Min:35.7 Max:43.8] | RAM_USAGE [Min:24.8 Max:29.0] | GPU_USAGE [Min:2.0 Max:4.0] | NPU_USAGE [Min:19.2 Max:20.5]
2026-03-11 01:26 - CPU_TEMP [Min:57.3 Max:60.6] | CPU_USAGE [Min:35.9 Max:49.2] | RAM_USAGE [Min:25.1 Max:28.5] | GPU_USAGE [Min:2.0 Max:3.7] | NPU_USAGE [Min:19.1 Max:20.9]
2026-03-11 01:27 - CPU_TEMP [Min:57.9 Max:60.0] | CPU_USAGE [Min:37.0 Max:43.6] | RAM_USAGE [Min:24.9 Max:27.9] | GPU_USAGE [Min:2.0 Max:4.0] | NPU_USAGE [Min:19.1 Max:20.1]
2026-03-11 01:28 - CPU_TEMP [Min:57.3 Max:60.0] | CPU_USAGE [Min:35.2 Max:44.2] | RAM_USAGE [Min:25.0 Max:28.5] | GPU_USAGE [Min:2.0 Max:4.0] | NPU_USAGE [Min:19.0 Max:20.3]
2026-03-11 01:29 - CPU_TEMP [Min:57.9 Max:60.0] | CPU_USAGE [Min:35.9 Max:43.9] | RAM_USAGE [Min:25.0 Max:28.0] | GPU_USAGE [Min:2.0 Max:3.7] | NPU_USAGE [Min:19.1 Max:20.1]
2026-03-11 01:30 - CPU_TEMP [Min:57.9 Max:61.1] | CPU_USAGE [Min:35.9 Max:43.5] | RAM_USAGE [Min:24.8 Max:27.3] | GPU_USAGE [Min:2.0 Max:3.7] | NPU_USAGE [Min:19.1 Max:20.0]
2026-03-11 01:31 - CPU_TEMP [Min:57.3 Max:60.6] | CPU_USAGE [Min:35.4 Max:48.0] | RAM_USAGE [Min:24.9 Max:28.1] | GPU_USAGE [Min:2.0 Max:4.0] | NPU_USAGE [Min:19.1 Max:20.0]
2026-03-11 01:32 - CPU_TEMP [Min:57.9 Max:60.0] | CPU_USAGE [Min:36.0 Max:43.6] | RAM_USAGE [Min:24.8 Max:29.6] | GPU_USAGE [Min:2.0 Max:4.0] | NPU_USAGE [Min:19.1 Max:20.1]
2026-03-11 01:33 - CPU_TEMP [Min:57.9 Max:60.6] | CPU_USAGE [Min:35.5 Max:43.1] | RAM_USAGE [Min:25.0 Max:27.6] | GPU_USAGE [Min:2.0 Max:4.0] | NPU_USAGE [Min:19.1 Max:20.1]
2026-03-11 01:34 - CPU_TEMP [Min:57.9 Max:60.6] | CPU_USAGE [Min:34.4 Max:48.1] | RAM_USAGE [Min:25.0 Max:28.6] | GPU_USAGE [Min:2.0 Max:3.8] | NPU_USAGE [Min:19.1 Max:20.8]
2026-03-11 01:35 - CPU_TEMP [Min:57.9 Max:60.0] | CPU_USAGE [Min:35.6 Max:46.3] | RAM_USAGE [Min:24.9 Max:28.4] | GPU_USAGE [Min:2.0 Max:4.0] | NPU_USAGE [Min:19.1 Max:20.8]
2026-03-11 01:36 - CPU_TEMP [Min:57.9 Max:60.6] | CPU_USAGE [Min:35.8 Max:42.0] | RAM_USAGE [Min:25.0 Max:29.0] | GPU_USAGE [Min:2.7 Max:4.0] | NPU_USAGE [Min:19.1 Max:20.4]
2026-03-11 01:37 - CPU_TEMP [Min:57.9 Max:60.0] | CPU_USAGE [Min:36.0 Max:43.9] | RAM_USAGE [Min:24.8 Max:27.8] | GPU_USAGE [Min:2.0 Max:3.7] | NPU_USAGE [Min:19.1 Max:20.5]
2026-03-11 01:38 - CPU_TEMP [Min:57.9 Max:60.0] | CPU_USAGE [Min:36.1 Max:44.4] | RAM_USAGE [Min:24.8 Max:29.4] | GPU_USAGE [Min:2.0 Max:4.0] | NPU_USAGE [Min:19.1 Max:20.0]
2026-03-11 01:39 - CPU_TEMP [Min:57.9 Max:60.0] | CPU_USAGE [Min:36.1 Max:42.7] | RAM_USAGE [Min:24.8 Max:27.8] | GPU_USAGE [Min:2.0 Max:4.0] | NPU_USAGE [Min:19.1 Max:20.8]
2026-03-11 01:40 - CPU_TEMP [Min:57.9 Max:60.0] | CPU_USAGE [Min:35.9 Max:48.1] | RAM_USAGE [Min:24.9 Max:28.8] | GPU_USAGE [Min:2.0 Max:3.8] | NPU_USAGE [Min:19.1 Max:20.4]
2026-03-11 01:41 - CPU_TEMP [Min:57.3 Max:60.0] | CPU_USAGE [Min:35.6 Max:46.9] | RAM_USAGE [Min:24.9 Max:28.3] | GPU_USAGE [Min:2.0 Max:3.8] | NPU_USAGE [Min:19.1 Max:20.2]
2026-03-11 01:42 - CPU_TEMP [Min:57.9 Max:60.6] | CPU_USAGE [Min:35.7 Max:42.6] | RAM_USAGE [Min:25.0 Max:28.4] | GPU_USAGE [Min:2.0 Max:4.0] | NPU_USAGE [Min:19.1 Max:20.5]
2026-03-11 01:43 - CPU_TEMP [Min:57.9 Max:60.6] | CPU_USAGE [Min:35.6 Max:45.2] | RAM_USAGE [Min:24.9 Max:27.7] | GPU_USAGE [Min:2.0 Max:3.8] | NPU_USAGE [Min:19.2 Max:20.8]
2026-03-11 01:44 - CPU_TEMP [Min:57.9 Max:60.6] | CPU_USAGE [Min:35.8 Max:48.0] | RAM_USAGE [Min:25.0 Max:27.8] | GPU_USAGE [Min:2.0 Max:4.0] | NPU_USAGE [Min:19.1 Max:20.1]
2026-03-11 01:45 - CPU_TEMP [Min:57.9 Max:59.5] | CPU_USAGE [Min:35.6 Max:42.0] | RAM_USAGE [Min:24.8 Max:28.1] | GPU_USAGE [Min:2.7 Max:3.8] | NPU_USAGE [Min:19.1 Max:20.3]
